Name,Pokemon Number,Stat Total,HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,Mega,First Type,Second Type,Species,First Ability,Second Ability,Hidden Ability,Generation,Egg Group 1,Egg Group 2,Is Sub Legendary,Is Legendary,Is Mythical
Vanillish,583,395,51,65,65,80,75,59,False,Ice,None,Icy Snow Pokémon,Ice Body,Snow Cloak,Weak Armor,Generation 5,Mineral,None,False,False,False
Vanilluxe,584,535,71,95,85,110,95,79,False,Ice,None,Snowstorm Pokémon,Ice Body,Snow Warning,Weak Armor,Generation 5,Mineral,None,False,False,False
Deerling,585,335,60,60,50,40,50,75,False,Normal,Grass,Season Pokémon,Chlorophyll,Sap Sipper,Serene Grace,Generation 5,Field,None,False,False,False
Sawsbuck,586,475,80,100,70,60,70,95,False,Normal,Grass,Season Pokémon,Chlorophyll,Sap Sipper,Serene Grace,Generation 5,Field,None,False,False,False
Emolga,587,428,55,75,60,75,60,103,False,Electric,Flying,Sky Squirrel Pokémon,Static,None,Motor Drive,Generation 5,Field,None,False,False,False
Karrablast,588,315,50,75,45,40,45,60,False,Bug,None,Clamping Pokémon,Swarm,Shed Skin,No Guard,Generation 5,Bug,None,False,False,False
Escavalier,589,495,70,135,105,60,105,20,False,Bug,Steel,Cavalry Pokémon,Swarm,Shell Armor,Overcoat,Generation 5,Bug,None,False,False,False
Foongus,590,294,69,55,45,55,55,15,False,Grass,Poison,Mushroom Pokémon,Effect Spore,None,Regenerator,Generation 5,Grass,None,False,False,False
Amoonguss,591,464,114,85,70,85,80,30,False,Grass,Poison,Mushroom Pokémon,Effect Spore,None,Regenerator,Generation 5,Grass,None,False,False,False
Frillish,592,335,55,40,50,65,85,40,False,Water,Ghost,Floating Pokémon,Water Absorb,Cursed Body,Damp,Generation 5,Amorphous,None,False,False,False
Jellicent,593,480,100,60,70,85,105,60,False,Water,Ghost,Floating Pokémon,Water Absorb,Cursed Body,Damp,Generation 5,Amorphous,None,False,False,False
Alomomola,594,470,165,75,80,40,45,65,False,Water,None,Caring Pokémon,Healer,Hydration,Regenerator,Generation 5,Water 1,Water 2,False,False,False
Joltik,595,319,50,47,50,57,50,65,False,Bug,Electric,Attaching Pokémon,Compound Eyes,Unnerve,Swarm,Generation 5,Bug,None,False,False,False
Galvantula,596,472,70,77,60,97,60,108,False,Bug,Electric,EleSpider Pokémon,Compound Eyes,Unnerve,Swarm,Generation 5,Bug,None,False,False,False
Ferroseed,597,305,44,50,91,24,86,10,False,Grass,Steel,Thorn Seed Pokémon,Iron Barbs,None,None,Generation 5,Grass,Mineral,False,False,False
Ferrothorn,598,489,74,94,131,54,116,20,False,Grass,Steel,Thorn Pod Pokémon,Iron Barbs,None,Anticipation,Generation 5,Grass,Mineral,False,False,False
Klink,599,300,40,55,70,45,60,30,False,Steel,None,Gear Pokémon,Plus,Minus,Clear Body,Generation 5,Mineral,None,False,False,False
Klang,600,440,60,80,95,70,85,50,False,Steel,None,Gear Pokémon,Plus,Minus,Clear Body,Generation 5,Mineral,None,False,False,False
Klinklang,601,520,60,100,115,70,85,90,False,Steel,None,Gear Pokémon,Plus,Minus,Clear Body,Generation 5,Mineral,None,False,False,False
Tynamo,602,275,35,55,40,45,40,60,False,Electric,None,EleFish Pokémon,Levitate,None,None,Generation 5,Amorphous,None,False,False,False
Eelektrik,603,405,65,85,70,75,70,40,False,Electric,None,EleFish Pokémon,Levitate,None,None,Generation 5,Amorphous,None,False,False,False
Eelektross,604,515,85,115,80,105,80,50,False,Electric,None,EleFish Pokémon,Levitate,None,None,Generation 5,Amorphous,None,False,False,False
Elgyem,605,335,55,55,55,85,55,30,False,Psychic,None,Cerebral Pokémon,Telepathy,Synchronize,Analytic,Generation 5,Human-Like,None,False,False,False
Beheeyem,606,485,75,75,75,125,95,40,False,Psychic,None,Cerebral Pokémon,Telepathy,Synchronize,Analytic,Generation 5,Human-Like,None,False,False,False
Litwick,607,275,50,30,55,65,55,20,False,Ghost,Fire,Candle Pokémon,Flash Fire,Flame Body,Infiltrator,Generation 5,Amorphous,None,False,False,False
Lampent,608,370,60,40,60,95,60,55,False,Ghost,Fire,Lamp Pokémon,Flash Fire,Flame Body,Infiltrator,Generation 5,Amorphous,None,False,False,False
Chandelure,609,520,60,55,90,145,90,80,False,Ghost,Fire,Luring Pokémon,Flash Fire,Flame Body,Infiltrator,Generation 5,Amorphous,None,False,False,False
Axew,610,320,46,87,60,30,40,57,False,Dragon,None,Tusk Pokémon,Rivalry,Mold Breaker,Unnerve,Generation 5,Dragon,Monster,False,False,False
Fraxure,611,410,66,117,70,40,50,67,False,Dragon,None,Axe Jaw Pokémon,Rivalry,Mold Breaker,Unnerve,Generation 5,Dragon,Monster,False,False,False
Haxorus,612,540,76,147,90,60,70,97,False,Dragon,None,Axe Jaw Pokémon,Rivalry,Mold Breaker,Unnerve,Generation 5,Dragon,Monster,False,False,False
Cubchoo,613,305,55,70,40,60,40,40,False,Ice,None,Chill Pokémon,Snow Cloak,Slush Rush,Rattled,Generation 5,Field,None,False,False,False
Beartic,614,505,95,130,80,70,80,50,False,Ice,None,Freezing Pokémon,Snow Cloak,Slush Rush,Swift Swim,Generation 5,Field,None,False,False,False
Cryogonal,615,515,80,50,50,95,135,105,False,Ice,None,Crystallizing Pokémon,Levitate,None,None,Generation 5,Mineral,None,False,False,False
Shelmet,616,305,50,40,85,40,65,25,False,Bug,None,Snail Pokémon,Hydration,Shell Armor,Overcoat,Generation 5,Bug,None,False,False,False
Accelgor,617,495,80,70,40,100,60,145,False,Bug,None,Shell Out Pokémon,Hydration,Sticky Hold,Unburden,Generation 5,Bug,None,False,False,False
Stunfisk,618,471,109,66,84,81,99,32,False,Ground,Electric,Trap Pokémon,Static,Limber,Sand Veil,Generation 5,Amorphous,Water 1,False,False,False
Stunfisk(Galarian Stunfisk),618,471,109,81,99,66,84,32,False,Ground,Steel,Trap Pokémon,Mimicry,None,None,Generation 8,Amorphous,Water 1,False,False,False
Mienfoo,619,350,45,85,50,55,50,65,False,Fighting,None,Martial Arts Pokémon,Inner Focus,Regenerator,Reckless,Generation 5,Field,Human-Like,False,False,False
Mienshao,620,510,65,125,60,95,60,105,False,Fighting,None,Martial Arts Pokémon,Inner Focus,Regenerator,Reckless,Generation 5,Field,Human-Like,False,False,False
Druddigon,621,485,77,120,90,60,90,48,False,Dragon,None,Cave Pokémon,Rough Skin,Sheer Force,Mold Breaker,Generation 5,Dragon,Monster,False,False,False
Golett,622,303,59,74,50,35,50,35,False,Ground,Ghost,Automaton Pokémon,Iron Fist,Klutz,No Guard,Generation 5,Mineral,None,False,False,False
Golurk,623,483,89,124,80,55,80,55,False,Ground,Ghost,Automaton Pokémon,Iron Fist,Klutz,No Guard,Generation 5,Mineral,None,False,False,False
Pawniard,624,340,45,85,70,40,40,60,False,Dark,Steel,Sharp Blade Pokémon,Defiant,Inner Focus,Pressure,Generation 5,Human-Like,None,False,False,False
Bisharp,625,490,65,125,100,60,70,70,False,Dark,Steel,Sword Blade Pokémon,Defiant,Inner Focus,Pressure,Generation 5,Human-Like,None,False,False,False
Bouffalant,626,490,95,110,95,40,95,55,False,Normal,None,Bash Buffalo Pokémon,Reckless,Sap Sipper,Soundproof,Generation 5,Field,None,False,False,False
Rufflet,627,350,70,83,50,37,50,60,False,Normal,Flying,Eaglet Pokémon,Keen Eye,Sheer Force,Hustle,Generation 5,Flying,None,False,False,False
Braviary,628,510,100,123,75,57,75,80,False,Normal,Flying,Valiant Pokémon,Keen Eye,Sheer Force,Defiant,Generation 5,Flying,None,False,False,False
Braviary(Hisuian Braviary),628,510,110,83,70,112,70,65,False,Psychic,Flying,Valiant Pokémon,Keen Eye,Sheer Force,Tinted Lens,Generation 5,Flying,None,False,False,False
Vullaby,629,370,70,55,75,45,65,60,False,Dark,Flying,Diapered Pokémon,Big Pecks,Overcoat,Weak Armor,Generation 5,Flying,None,False,False,False
Mandibuzz,630,510,110,65,105,55,95,80,False,Dark,Flying,Bone Vulture Pokémon,Big Pecks,Overcoat,Weak Armor,Generation 5,Flying,None,False,False,False
Heatmor,631,484,85,97,66,105,66,65,False,Fire,None,Anteater Pokémon,Gluttony,Flash Fire,White Smoke,Generation 5,Field,None,False,False,False
Durant,632,484,58,109,112,48,48,109,False,Bug,Steel,Iron Ant Pokémon,Swarm,Hustle,Truant,Generation 5,Bug,None,False,False,False
Deino,633,300,52,65,50,45,50,38,False,Dark,Dragon,Irate Pokémon,Hustle,None,None,Generation 5,Dragon,None,False,False,False
Zweilous,634,420,72,85,70,65,70,58,False,Dark,Dragon,Hostile Pokémon,Hustle,None,None,Generation 5,Dragon,None,False,False,False
Hydreigon,635,600,92,105,90,125,90,98,False,Dark,Dragon,Brutal Pokémon,Levitate,None,None,Generation 5,Dragon,None,False,False,False
Larvesta,636,360,55,85,55,50,55,60,False,Bug,Fire,Torch Pokémon,Flame Body,None,Swarm,Generation 5,Bug,None,False,False,False
Volcarona,637,550,85,60,65,135,105,100,False,Bug,Fire,Sun Pokémon,Flame Body,None,Swarm,Generation 5,Bug,None,False,False,False
Cobalion,638,580,91,90,129,90,72,108,False,Steel,Fighting,Iron Will Pokémon,Justified,None,None,Generation 5,Undiscovered,None,True,False,False
Terrakion,639,580,91,129,90,72,90,108,False,Rock,Fighting,Cavern Pokémon,Justified,None,None,Generation 5,Undiscovered,None,True,False,False
Virizion,640,580,91,90,72,90,129,108,False,Grass,Fighting,Grassland Pokémon,Justified,None,None,Generation 5,Undiscovered,None,True,False,False
Tornadus,641,580,79,115,70,125,80,111,False,Flying,None,Cyclone Pokémon,Prankster,None,Defiant,Generation 5,Undiscovered,None,True,False,False
Tornadus(Therian Forme),641,580,79,100,80,110,90,121,False,Flying,None,Cyclone Pokémon,Regenerator,None,None,Generation 5,Undiscovered,None,True,False,False
Thundurus,642,580,79,115,70,125,80,111,False,Electric,Flying,Bolt Strike Pokémon,Prankster,None,Defiant,Generation 5,Undiscovered,None,True,False,False
Thundurus(Therian Forme),642,580,79,105,70,145,80,101,False,Electric,Flying,Bolt Strike Pokémon,Volt Absorb,None,None,Generation 5,Undiscovered,None,True,False,False
Reshiram,643,680,100,120,100,150,120,90,False,Dragon,Fire,Vast White Pokémon,Turboblaze,None,None,Generation 5,Undiscovered,None,False,True,False
Zekrom,644,680,100,150,120,120,100,90,False,Dragon,Electric,Deep Black Pokémon,Teravolt,None,None,Generation 5,Undiscovered,None,False,True,False
Landorus,645,600,89,125,90,115,80,101,False,Ground,Flying,Abundance Pokémon,Sand Force,None,Sheer Force,Generation 5,Undiscovered,None,True,False,False
Landorus(Therian Forme),645,600,89,145,90,105,80,91,False,Ground,Flying,Abundance Pokémon,Intimidate,None,None,Generation 5,Undiscovered,None,True,False,False
Kyurem,646,660,125,130,90,130,90,95,False,Dragon,Ice,Boundary Pokémon,Pressure,None,None,Generation 5,Undiscovered,None,False,True,False
Kyurem(White Kyurem),646,700,125,120,90,170,100,95,False,Dragon,Ice,Boundary Pokémon,Turboblaze,None,None,Generation 5,Undiscovered,None,False,True,False
Kyurem(Black Kyurem),646,700,125,170,100,120,90,95,False,Dragon,Ice,Boundary Pokémon,Teravolt,None,None,Generation 5,Undiscovered,None,False,True,False
Keldeo,647,580,91,72,90,129,90,108,False,Water,Fighting,Colt Pokémon,Justified,None,None,Generation 5,Undiscovered,None,False,False,True
Keldeo(Resolute Form),647,580,91,72,90,129,90,108,False,Water,Fighting,Colt Pokémon,Justified,None,None,Generation 5,Undiscovered,None,False,False,True
Meloetta,648,600,100,77,77,128,128,90,False,Normal,Psychic,Melody Pokémon,Serene Grace,None,None,Generation 5,Undiscovered,None,False,False,True
Meloetta(Pirouette Forme),648,600,100,128,90,77,77,128,False,Normal,Fighting,Melody Pokémon,Serene Grace,None,None,Generation 5,Undiscovered,None,False,False,True
Genesect,649,600,71,120,95,120,95,99,False,Bug,Steel,Paleozoic Pokémon,Download,None,None,Generation 5,Undiscovered,None,False,False,True
Chespin,650,313,56,61,65,48,45,38,False,Grass,None,Spiny Nut Pokémon,Overgrow,None,Bulletproof,Generation 6,Field,None,False,False,False
Quilladin,651,405,61,78,95,56,58,57,False,Grass,None,Spiny Armor Pokémon,Overgrow,None,Bulletproof,Generation 6,Field,None,False,False,False
Chesnaught,652,530,88,107,122,74,75,64,False,Grass,Fighting,Spiny Armor Pokémon,Overgrow,None,Bulletproof,Generation 6,Field,None,False,False,False
Fennekin,653,307,40,45,40,62,60,60,False,Fire,None,Fox Pokémon,Blaze,None,Magician,Generation 6,Field,None,False,False,False
Braixen,654,409,59,59,58,90,70,73,False,Fire,None,Fox Pokémon,Blaze,None,Magician,Generation 6,Field,None,False,False,False
Delphox,655,534,75,69,72,114,100,104,False,Fire,Psychic,Fox Pokémon,Blaze,None,Magician,Generation 6,Field,None,False,False,False
Froakie,656,314,41,56,40,62,44,71,False,Water,None,Bubble Frog Pokémon,Torrent,None,Protean,Generation 6,Water 1,None,False,False,False
Frogadier,657,405,54,63,52,83,56,97,False,Water,None,Bubble Frog Pokémon,Torrent,None,Protean,Generation 6,Water 1,None,False,False,False
Greninja,658,530,72,95,67,103,71,122,False,Water,Dark,Ninja Pokémon,Torrent,None,Protean,Generation 6,Water 1,None,False,False,False
Greninja(Ash-Greninja),658,640,72,145,67,153,71,132,False,Water,Dark,Ninja Pokémon,Battle Bond,None,None,Generation 6,Water 1,None,False,False,False
Bunnelby,659,237,38,36,38,32,36,57,False,Normal,None,Digging Pokémon,Pickup,Cheek Pouch,Huge Power,Generation 6,Field,None,False,False,False
Diggersby,660,423,85,56,77,50,77,78,False,Normal,Ground,Digging Pokémon,Pickup,Cheek Pouch,Huge Power,Generation 6,Field,None,False,False,False
Fletchling,661,278,45,50,43,40,38,62,False,Normal,Flying,Tiny Robin Pokémon,Big Pecks,None,Gale Wings,Generation 6,Flying,None,False,False,False
Fletchinder,662,382,62,73,55,56,52,84,False,Fire,Flying,Ember Pokémon,Flame Body,None,Gale Wings,Generation 6,Flying,None,False,False,False
Talonflame,663,499,78,81,71,74,69,126,False,Fire,Flying,Scorching Pokémon,Flame Body,None,Gale Wings,Generation 6,Flying,None,False,False,False
Scatterbug,664,200,38,35,40,27,25,35,False,Bug,None,Scatterdust Pokémon,Shield Dust,Compound Eyes,Friend Guard,Generation 6,Bug,None,False,False,False
Spewpa,665,213,45,22,60,27,30,29,False,Bug,None,Scatterdust Pokémon,Shed Skin,None,Friend Guard,Generation 6,Bug,None,False,False,False
Vivillon,666,411,80,52,50,90,50,89,False,Bug,Flying,Scale Pokémon,Shield Dust,Compound Eyes,Friend Guard,Generation 6,Bug,None,False,False,False
Litleo,667,369,62,50,58,73,54,72,False,Fire,Normal,Lion Cub Pokémon,Rivalry,Unnerve,Moxie,Generation 6,Field,None,False,False,False
Pyroar,668,507,86,68,72,109,66,106,False,Fire,Normal,Royal Pokémon,Rivalry,Unnerve,Moxie,Generation 6,Field,None,False,False,False
Flabébé,669,303,44,38,39,61,79,42,False,Fairy,None,Single Bloom Pokémon,Flower Veil,None,Symbiosis,Generation 6,Fairy,None,False,False,False
Floette,670,371,54,45,47,75,98,52,False,Fairy,None,Single Bloom Pokémon,Flower Veil,None,Symbiosis,Generation 6,Fairy,None,False,False,False
Florges,671,552,78,65,68,112,154,75,False,Fairy,None,Garden Pokémon,Flower Veil,None,Symbiosis,Generation 6,Fairy,None,False,False,False
Skiddo,672,350,66,65,48,62,57,52,False,Grass,None,Mount Pokémon,Sap Sipper,None,Grass Pelt,Generation 6,Field,None,False,False,False
Gogoat,673,531,123,100,62,97,81,68,False,Grass,None,Mount Pokémon,Sap Sipper,None,Grass Pelt,Generation 6,Field,None,False,False,False
Pancham,674,348,67,82,62,46,48,43,False,Fighting,None,Playful Pokémon,Iron Fist,Mold Breaker,Scrappy,Generation 6,Field,Human-Like,False,False,False
Pangoro,675,495,95,124,78,69,71,58,False,Fighting,Dark,Daunting Pokémon,Iron Fist,Mold Breaker,Scrappy,Generation 6,Field,Human-Like,False,False,False
Furfrou,676,472,75,80,60,65,90,102,False,Normal,None,Poodle Pokémon,Fur Coat,None,None,Generation 6,Field,None,False,False,False
Espurr,677,355,62,48,54,63,60,68,False,Psychic,None,Restraint Pokémon,Keen Eye,Infiltrator,Own Tempo,Generation 6,Field,None,False,False,False
Meowstic,678,466,74,48,76,83,81,104,False,Psychic,None,Constraint Pokémon,Keen Eye,Infiltrator,Prankster,Generation 6,Field,None,False,False,False
Meowstic(Female),678,466,74,48,76,83,81,104,False,Psychic,None,Constraint Pokémon,Keen Eye,Infiltrator,Competitive,Generation 6,Field,None,False,False,False
Honedge,679,325,45,80,100,35,37,28,False,Steel,Ghost,Sword Pokémon,No Guard,None,None,Generation 6,Mineral,None,False,False,False
Doublade,680,448,59,110,150,45,49,35,False,Steel,Ghost,Sword Pokémon,No Guard,None,None,Generation 6,Mineral,None,False,False,False
Aegislash,681,500,60,50,140,50,140,60,False,Steel,Ghost,Royal Sword Pokémon,Stance Change,None,None,Generation 6,Mineral,None,False,False,False
Aegislash(Blade Forme),681,500,60,140,50,140,50,60,False,Steel,Ghost,Royal Sword Pokémon,Stance Change,None,None,Generation 6,Mineral,None,False,False,False
Spritzee,682,341,78,52,60,63,65,23,False,Fairy,None,Perfume Pokémon,Healer,None,Aroma Veil,Generation 6,Fairy,None,False,False,False
Aromatisse,683,462,101,72,72,99,89,29,False,Fairy,None,Fragrance Pokémon,Healer,None,Aroma Veil,Generation 6,Fairy,None,False,False,False
Swirlix,684,341,62,48,66,59,57,49,False,Fairy,None,Cotton Candy Pokémon,Sweet Veil,None,Unburden,Generation 6,Fairy,None,False,False,False
Slurpuff,685,480,82,80,86,85,75,72,False,Fairy,None,Meringue Pokémon,Sweet Veil,None,Unburden,Generation 6,Fairy,None,False,False,False
Inkay,686,288,53,54,53,37,46,45,False,Dark,Psychic,Revolving Pokémon,Contrary,Suction Cups,Infiltrator,Generation 6,Water 1,Water 2,False,False,False
Malamar,687,482,86,92,88,68,75,73,False,Dark,Psychic,Overturning Pokémon,Contrary,Suction Cups,Infiltrator,Generation 6,Water 1,Water 2,False,False,False
Binacle,688,306,42,52,67,39,56,50,False,Rock,Water,Two-Handed Pokémon,Sniper,Tough Claws,Pickpocket,Generation 6,Water 3,None,False,False,False
Barbaracle,689,500,72,105,115,54,86,68,False,Rock,Water,Collective Pokémon,Sniper,Tough Claws,Pickpocket,Generation 6,Water 3,None,False,False,False
Skrelp,690,320,50,60,60,60,60,30,False,Poison,Water,Mock Kelp Pokémon,Poison Point,Poison Touch,Adaptability,Generation 6,Dragon,Water 1,False,False,False
Dragalge,691,494,65,75,90,97,123,44,False,Poison,Dragon,Mock Kelp Pokémon,Poison Point,Poison Touch,Adaptability,Generation 6,Dragon,Water 1,False,False,False
Clauncher,692,330,50,53,62,58,63,44,False,Water,None,Water Gun Pokémon,Mega Launcher,None,None,Generation 6,Water 1,Water 3,False,False,False
Clawitzer,693,500,71,73,88,120,89,59,False,Water,None,Howitzer Pokémon,Mega Launcher,None,None,Generation 6,Water 1,Water 3,False,False,False
Helioptile,694,289,44,38,33,61,43,70,False,Electric,Normal,Generator Pokémon,Dry Skin,Sand Veil,Solar Power,Generation 6,Dragon,Monster,False,False,False
Heliolisk,695,481,62,55,52,109,94,109,False,Electric,Normal,Generator Pokémon,Dry Skin,Sand Veil,Solar Power,Generation 6,Dragon,Monster,False,False,False
Tyrunt,696,362,58,89,77,45,45,48,False,Rock,Dragon,Royal Heir Pokémon,Strong Jaw,None,Sturdy,Generation 6,Dragon,Monster,False,False,False
Tyrantrum,697,521,82,121,119,69,59,71,False,Rock,Dragon,Despot Pokémon,Strong Jaw,None,Rock Head,Generation 6,Dragon,Monster,False,False,False
Amaura,698,362,77,59,50,67,63,46,False,Rock,Ice,Tundra Pokémon,Refrigerate,None,Snow Warning,Generation 6,Monster,None,False,False,False
Aurorus,699,521,123,77,72,99,92,58,False,Rock,Ice,Tundra Pokémon,Refrigerate,None,Snow Warning,Generation 6,Monster,None,False,False,False
Sylveon,700,525,95,65,65,110,130,60,False,Fairy,None,Intertwining Pokémon,Cute Charm,None,Pixilate,Generation 6,Field,None,False,False,False
Hawlucha,701,500,78,92,75,74,63,118,False,Fighting,Flying,Wrestling Pokémon,Limber,Unburden,Mold Breaker,Generation 6,Flying,Human-Like,False,False,False
Dedenne,702,431,67,58,57,81,67,101,False,Electric,Fairy,Antenna Pokémon,Cheek Pouch,Pickup,Plus,Generation 6,Fairy,Field,False,False,False
Carbink,703,500,50,50,150,50,150,50,False,Rock,Fairy,Jewel Pokémon,Clear Body,None,Sturdy,Generation 6,Fairy,Mineral,False,False,False
Goomy,704,300,45,50,35,55,75,40,False,Dragon,None,Soft Tissue Pokémon,Sap Sipper,Hydration,Gooey,Generation 6,Dragon,None,False,False,False
Sliggoo,705,452,68,75,53,83,113,60,False,Dragon,None,Soft Tissue Pokémon,Sap Sipper,Hydration,Gooey,Generation 6,Dragon,None,False,False,False
Sliggoo(Hisuian Sliggoo),705,452,58,75,83,83,113,40,False,Steel,Dragon,Soft Tissue Pokémon,Sap Sipper,Shell Armor,Gooey,Generation 6,Dragon,None,False,False,False
Goodra,706,600,90,100,70,110,150,80,False,Dragon,None,Dragon Pokémon,Sap Sipper,Hydration,Gooey,Generation 6,Dragon,None,False,False,False
Goodra(Hisuian Goodra),706,600,80,100,100,110,150,60,False,Steel,Dragon,Dragon Pokémon,Sap Sipper,Shell Armor,Gooey,Generation 6,Dragon,None,False,False,False
Klefki,707,470,57,80,91,80,87,75,False,Steel,Fairy,Key Ring Pokémon,Prankster,None,Magician,Generation 6,Mineral,None,False,False,False
Phantump,708,309,43,70,48,50,60,38,False,Ghost,Grass,Stump Pokémon,Natural Cure,Frisk,Harvest,Generation 6,Amorphous,Grass,False,False,False
Trevenant,709,474,85,110,76,65,82,56,False,Ghost,Grass,Elder Tree Pokémon,Natural Cure,Frisk,Harvest,Generation 6,Amorphous,Grass,False,False,False
Pumpkaboo,710,335,49,66,70,44,55,51,False,Ghost,Grass,Pumpkin Pokémon,Pickup,Frisk,Insomnia,Generation 6,Amorphous,None,False,False,False
Pumpkaboo(Small Size),710,335,44,66,70,44,55,56,False,Ghost,Grass,Pumpkin Pokémon,Pickup,Frisk,Insomnia,Generation 6,Amorphous,None,False,False,False
Pumpkaboo(Large Size),710,335,54,66,70,44,55,46,False,Ghost,Grass,Pumpkin Pokémon,Pickup,Frisk,Insomnia,Generation 6,Amorphous,None,False,False,False
Pumpkaboo(Super Size),710,335,59,66,70,44,55,41,False,Ghost,Grass,Pumpkin Pokémon,Pickup,Frisk,Insomnia,Generation 6,Amorphous,None,False,False,False
Gourgeist,711,494,65,90,122,58,75,84,False,Ghost,Grass,Pumpkin Pokémon,Pickup,Frisk,Insomnia,Generation 6,Amorphous,None,False,False,False
Gourgeist(Small Size),711,494,55,85,122,58,75,99,False,Ghost,Grass,Pumpkin Pokémon,Pickup,Frisk,Insomnia,Generation 6,Amorphous,None,False,False,False
Gourgeist(Large Size),711,494,75,95,122,58,75,69,False,Ghost,Grass,Pumpkin Pokémon,Pickup,Frisk,Insomnia,Generation 6,Amorphous,None,False,False,False
Gourgeist(Super Size),711,494,85,100,122,58,75,54,False,Ghost,Grass,Pumpkin Pokémon,Pickup,Frisk,Insomnia,Generation 6,Amorphous,None,False,False,False
Bergmite,712,304,55,69,85,32,35,28,False,Ice,None,Ice Chunk Pokémon,Own Tempo,Ice Body,Sturdy,Generation 6,Mineral,Monster,False,False,False
Avalugg,713,514,95,117,184,44,46,28,False,Ice,None,Iceberg Pokémon,Own Tempo,Ice Body,Sturdy,Generation 6,Mineral,Monster,False,False,False
Avalugg(Hisuian Avalugg),713,514,95,127,184,34,36,38,False,Ice,Rock,Iceberg Pokémon,Strong Jaw,Ice Body,Sturdy,Generation 6,Mineral,Monster,False,False,False
Noibat,714,245,40,30,35,45,40,55,False,Flying,Dragon,Sound Wave Pokémon,Frisk,Infiltrator,Telepathy,Generation 6,Dragon,Flying,False,False,False
Noivern,715,535,85,70,80,97,80,123,False,Flying,Dragon,Sound Wave Pokémon,Frisk,Infiltrator,Telepathy,Generation 6,Dragon,Flying,False,False,False
Xerneas,716,680,126,131,95,131,98,99,False,Fairy,None,Life Pokémon,Fairy Aura,None,None,Generation 6,Undiscovered,None,False,True,False
Yveltal,717,680,126,131,95,131,98,99,False,Dark,Flying,Destruction Pokémon,Dark Aura,None,None,Generation 6,Undiscovered,None,False,True,False
Zygarde,718,600,108,100,121,81,95,95,False,Dragon,Ground,Order Pokémon,Aura Break,None,Power Construct,Generation 6,Undiscovered,None,False,True,False
Zygarde(10% Forme),718,486,54,100,71,61,85,115,False,Dragon,Ground,Order Pokémon,Aura Break,None,Power Construct,Generation 6,Undiscovered,None,False,True,False
Zygarde(Complete Forme),718,708,216,100,121,91,95,85,False,Dragon,Ground,Order Pokémon,Power Construct,None,None,Generation 6,Undiscovered,None,False,True,False
Diancie,719,600,50,100,150,100,150,50,False,Rock,Fairy,Jewel Pokémon,Clear Body,None,None,Generation 6,Undiscovered,None,False,False,True
Diancie(Mega Diancie),719,700,50,160,110,160,110,110,True,Rock,Fairy,Jewel Pokémon,Magic Bounce,None,None,Generation 6,Undiscovered,None,False,False,True
Hoopa,720,600,80,110,60,150,130,70,False,Psychic,Ghost,Mischief Pokémon,Magician,None,None,Generation 6,Undiscovered,None,False,False,True
Hoopa(Hoopa Unbound),720,680,80,160,60,170,130,80,False,Psychic,Dark,Mischief Pokémon,Magician,None,None,Generation 6,Undiscovered,None,False,False,True
Volcanion,721,600,80,110,120,130,90,70,False,Fire,Water,Steam Pokémon,Water Absorb,None,None,Generation 6,Undiscovered,None,False,False,True
Rowlet,722,320,68,55,55,50,50,42,False,Grass,Flying,Grass Quill Pokémon,Overgrow,None,Long Reach,Generation 7,Flying,None,False,False,False
Dartrix,723,420,78,75,75,70,70,52,False,Grass,Flying,Blade Quill Pokémon,Overgrow,None,Long Reach,Generation 7,Flying,None,False,False,False
Decidueye,724,530,78,107,75,100,100,70,False,Grass,Ghost,Arrow Quill Pokémon,Overgrow,None,Long Reach,Generation 7,Flying,None,False,False,False
Decidueye(Hisuian Decidueye),724,530,88,112,80,95,95,60,False,Grass,Fighting,Arrow Quill Pokémon,Overgrow,None,Scrappy,Generation 7,Flying,None,False,False,False
Litten,725,320,45,65,40,60,40,70,False,Fire,None,Fire Cat Pokémon,Blaze,None,Intimidate,Generation 7,Field,None,False,False,False
Torracat,726,420,65,85,50,80,50,90,False,Fire,None,Fire Cat Pokémon,Blaze,None,Intimidate,Generation 7,Field,None,False,False,False
Incineroar,727,530,95,115,90,80,90,60,False,Fire,Dark,Heel Pokémon,Blaze,None,Intimidate,Generation 7,Field,None,False,False,False
Popplio,728,320,50,54,54,66,56,40,False,Water,None,Sea Lion Pokémon,Torrent,None,Liquid Voice,Generation 7,Field,Water 1,False,False,False
Brionne,729,420,60,69,69,91,81,50,False,Water,None,Pop Star Pokémon,Torrent,None,Liquid Voice,Generation 7,Field,Water 1,False,False,False
Primarina,730,530,80,74,74,126,116,60,False,Water,Fairy,Soloist Pokémon,Torrent,None,Liquid Voice,Generation 7,Field,Water 1,False,False,False
Pikipek,731,265,35,75,30,30,30,65,False,Normal,Flying,Woodpecker Pokémon,Keen Eye,Skill Link,Pickup,Generation 7,Flying,None,False,False,False
Trumbeak,732,355,55,85,50,40,50,75,False,Normal,Flying,Bugle Beak Pokémon,Keen Eye,Skill Link,Pickup,Generation 7,Flying,None,False,False,False
Toucannon,733,485,80,120,75,75,75,60,False,Normal,Flying,Cannon Pokémon,Keen Eye,Skill Link,Sheer Force,Generation 7,Flying,None,False,False,False
